outfit_id,missing_product
845,16467788
847,17021735
851,16195605
853,14615833
856,14454100
858,16724160
863,15487312
865,16571369
868,16666693
879,16049967
881,17248655
886,16710113
891,17048114
893,16913757
900,16188592
902,15260774
916,15260364
933,15260529
935,16578745
936,16404780
941,16636162
943,14668572
958,14480405
960,16564564
964,14547244
965,15013370
975,16403122
976,18147060
978,14812812
984,18006764
990,16901550
992,14657380
996,17685266
1002,16161051
1007,18206156
1011,14309160
1020,17305534
1026,15021888
1029,16345923
1032,17721139
1047,17916308
1050,17113765
1052,16561888
1074,17048145
1078,16539317
1082,13206301
1087,13151797
1091,17637054
1095,13963141
1096,16445443
1097,17002071
1101,17814201
1103,14076190
1107,14315768
1114,14950207
1122,14514559
1125,16663989
1126,14529733
1128,16035359
1130,14809531
1133,14351379
1135,17605303
1136,13869996
1138,17956681
1145,14028041
1150,13274870
1152,17436464
1163,13344436
1166,14577496
1167,17997194
1171,15643215
1175,17124474
1179,16590731
1182,15427650
1189,16020896
1195,13026285
1197,17394414
1202,17950471
1205,14475261
1206,17557493
1210,17855190
1212,14700064
1219,16418588
1220,13198831
1221,14380551
1227,16494901
1229,16598903
1231,16946429
1233,18031646
1234,15306202
1235,16621148
1243,15624369
1244,15305781
1248,15935426
1250,14356330
1253,14387425
1254,14786334
1259,16370332
1260,14657677
1262,16198920
1271,14484685
1274,18087896
1281,17020873
1286,16833997
1288,15409878
1301,15944283
1304,17700522
1306,16276770
1307,14820395
1308,14186754
1309,16157644
1313,15347016
1323,12971819
1326,15990457
1328,16933124
1329,17573348
1346,14657292
1348,16176291
1354,16652529
1356,18066693
1358,17206277
1362,14528773
1377,16472906
1379,17359964
1381,15427650
1382,15464645
1389,16055906
1393,16990642
1401,16059722
1405,17718863
1413,15410456
1416,14882293
1422,17074437
1426,14392911
1436,15152391
1446,16266908
1452,16235627
1459,15487312
1464,14657380
1474,11769218
1475,18030150
1478,16204651
1483,16029512
1485,17158023
1486,16379728
1493,16456823
1495,17087035
1513,16276039
1520,17746180
1521,16802631
1524,14771922
1532,16671190
1534,16505458
1535,15427650
1542,17702853
1544,15279678
1548,13706154
1554,16743881
1560,16607620
1563,14492039
1576,16666627
1578,18317889
1589,16659356
1593,14029925
1594,13274870
1596,15516565
1597,16733338
1611,15268191
1622,17852726
1627,17636757
1630,16681960
1634,16521805
1652,15593790
1661,17918048
1670,17044810
1674,14326148
1677,15260780
1679,16569480
1681,16579830
1683,15464162
1684,16865940
1688,16581460
1693,15329928
1694,14808875
1704,14315726
1707,17985187
1714,16732016
1720,12438314
1722,15906038
1723,16321217
1725,17655231
1727,17087685
1728,16349269
1730,15225620
1733,16046508
1737,16924470
1741,17712139
1751,15464196
1752,15013185
1753,16041706
1754,17618494
1764,17207603
1780,17025947
1785,14676993
1787,17395061
1790,17205549
1807,16254698
1815,13140420
1816,16946402
1817,15139209
1820,16707062
1828,17212967
1831,15429179
1832,16881241
1839,17398360
1843,15422551
1845,16756762
1847,17293940
1853,15881157
1854,16345923
1855,15958912
1857,13435538
1861,13386612
1878,16029450
1880,16412284
1883,17649020
1884,15422737
1885,14694949
1888,13995375
1901,17654986
1913,15489335
1916,17018995
1920,16140981
1923,13894606
1926,16780429
1928,17046295
1933,15202873
1934,15449405
1945,15767039
1950,15244459
1954,14756270
1956,12438467
1969,13869995
1972,15487893
1973,18010554
1974,15422465
1975,17275220
1978,16241009
1981,16352317
1985,16527123
1986,13026285
1987,16990642
1994,17078452
1995,16008663
1999,17436487
2001,15180080
2003,16434403
2006,14548799
2019,16002056
2021,15382070
2022,17637958
2024,15301543
2025,16303835
2029,16032113
2033,15487134
2034,16700528
2041,17460309
2042,17364347
2048,17257600
2053,14924346
2056,16855972
2058,15574608
2060,14667187
2064,16931858
2066,15409878
2070,17206186
2072,16103119
2073,14219148
2082,16988214
2083,13435834
2090,14541807
2091,17944956
2103,14486782
2108,16511311
2114,13363792
2118,16575247
2121,16774154
2122,16832994
2130,15468370
2135,17253632
2136,17178280
2137,16619550
2138,16514320
2144,15470703
2145,16946975
2149,14749661
2151,18096949
2157,15427737
2167,17490877
2179,16829524
2186,15409878
2189,15615914
2190,16277610
2208,16575899
2216,16026853
2222,13963141
2225,15553724
2227,13511280
2231,14813716
2234,17890848
2235,15518668
2236,15596845
2238,16583745
2241,15301575
2244,14771869
2245,15417589
2246,17421066
2253,14699430
2257,16033101
2261,17209399
2262,15648110
2269,17788565
2278,16018516
2279,17930802
2287,17482463
2295,15233828
2296,16583893
2301,17245899
2302,14025213
2303,16666237
2304,16931493
2307,15516565
2308,16116645
2317,16954428
2330,15427786
2332,15757428
2353,17057801
2359,13389748
2361,13344436
2365,14591322
2374,17860122
2375,14836987
2385,16825743
2389,15204463
2391,13535027
2393,16008663
2405,14836920
2419,14836950
2420,16010629
2428,17636882
2448,16600904
2449,15662356
2451,17135817
2452,13459580
2453,15853185
2462,14819657
2468,14958650
2471,15736718
2475,15968391
2488,16074032
2498,14461176
2499,16188592
2501,15847671
2503,18105366
2504,16406273
2507,14117650
2512,17356756
2515,15096899
2522,17267139
2526,12546813
2532,13115941
2535,17696014
2536,17525879
2541,17561390
2545,15381801
2549,15306416
2554,14366312
2567,16459477
2577,16492610
2578,14461051
2580,15411776
2596,16894089
2599,14576759
2609,16671995
2626,16674289
2633,15784243
2638,16509475
2639,15964131
2640,17681756
2643,16046192
2650,16249295
2657,14824535
2659,16912327
2666,16628581
2670,15047270
2671,15996874
2673,15460075
2678,16066012
2679,16064736
2683,15337385
2698,13470921
2699,16567052
2706,14672587
2707,15662351
2712,16183029
2713,17491580
2719,13573987
2725,12438326
2729,13428022
2738,16513956
2742,16528260
2749,14772215
2758,16614748
2762,17409368
2776,15245117
2779,16652529
2780,15352313
2789,14433405
2795,18152140
2806,16316213
2808,18051945
2810,15697865
2816,16217817
2829,15958912
2869,16201711
2879,15379657
2884,14690655
2887,16828908
2895,17951947
2902,16734331
2904,17645046
2905,13551936
2913,18267720
2922,16078689
2924,17396976
2927,18255484
2929,17558601
2932,15384917
2936,12866588
2938,17504937
2947,17757151
2950,13618632
2951,15732082
2962,14161732
2964,16846385
2968,17152035
2971,16663780
2979,16301261
2981,14608701
2987,16545032
2989,12473777
2991,16591609
2992,16187345
2994,14704378
2996,15712178
3001,16303187
3008,14846518
3019,16404690
3031,14464615
3036,16095636
3040,15427786
3045,15905887
3046,14458811
3047,15370313
3049,18278396
3053,16609980
3054,15404008
3059,16116646
3063,15972935
3065,15152596
3069,16372948
3073,16606282
3078,16498908
3080,16411938
3081,17058534
3082,15553759
3084,16946975
3085,14025289
3086,17714834
3096,15434742
3106,17638947
3107,14809665
3111,16622364
3116,16136967
3123,14683021
3144,18085327
3145,17758474
3152,14657677
3156,15193808
3162,15653120
3164,15173320
3170,17654223
3171,16157075
3181,16601827
3183,15429112
3188,13963141
3191,15472189
3197,16184414
3199,16908244
3200,15396605
3208,14529720
3212,16982683
3217,16188668
3223,17185453
3227,16717039
3229,16666120
3230,17940525
3231,17326899
3244,17500977
3251,16604563
3254,17391820
3255,13182280
3290,15410473
3292,17925371
3294,14810216
3297,16715920
3303,14271030
3309,16535584
3321,15998798
3324,14032748
3329,17239470
3333,17767058
3339,16406787
3341,17638126
3342,17669724
3343,13552629
3348,15114238
3350,16381753
3356,15736718
3371,16693804
3375,15643384
3378,15254851
3383,15487893
3389,16456099
3394,16595896
3403,16739247
3411,14547244
3415,17818803
3416,15414843
3423,14036127
3434,15238145
3435,16610714
3439,12051739
3442,16326403
3444,15306416
3445,16166712
3446,14603713
3448,16365089
3449,16415129
3451,18274208
3452,13824862
3453,15469851
3460,15260529
3466,15362101
3483,15487690
3485,16051372
3487,16174418
3494,14813064
3496,13033646
3498,14809531
3508,15352313
3522,16035427
3523,17922690
3526,16727064
3530,16556507
3534,15879139
3545,14694914
3563,13072965
3571,17833988
3574,16644597
3579,15429203
3584,14471222
3585,14496899
3591,15712181
3596,16931493
3604,17848683
3612,17504390
3615,17559252
3617,17232871
3623,17057518
3629,16573522
3643,13080530
3644,16022125
3647,17707410
3648,18148744
3649,16073610
3650,15624664
3651,14713915
3654,15152876
3656,17211227
3657,17148359
3669,17091245
3681,17008509
3682,15449374
3686,17206286
3690,13124358
3693,16789419
3697,15478384
3709,16839272
3713,17389624
3715,15352313
3725,14073656
3728,14480328
3730,15491590
3737,16409179
3742,15648310
3751,14591322
3755,14189027
3756,16906125
3763,15401767
3765,14630240
3781,15305781
3782,17980321
3787,14819016
3791,15464645
3802,16019049
3807,16523091
3811,16987659
3820,15381067
3830,16177741
3852,13943608
3854,15342646
3863,16372180
3867,16770786
3872,16106501
3885,13274870
3891,16177077
3892,15290395
3902,14515819
3905,17174854
3908,14786402
3915,16303213
3928,13938651
3932,16743751
3935,14380459
3936,16638216
3939,14076190
3942,16908949
3944,17925331
3945,16881581
3946,13538332
3948,16479189
3953,16720150
3961,16795445
3964,16817826
3969,15962688
3971,13980976
3974,16024912
3978,16154992
3982,16946378
3984,15302207
3994,17065505
3997,16311148
4003,16870483
4021,16971908
4026,16890839
4030,17200466
4032,16152066
4041,15341782
4047,16777305
4052,15055381
4053,13869996
4054,16991913
4055,14093876
4056,14771765
4059,14166982
4063,14615895
4074,15489908
4075,15462533
4076,17736213
4079,14836533
4083,15655650
4085,15255164
4089,16706999
4092,14955818
4097,16990084
4102,13744957
4104,17700835
4112,16094171
4122,17915442
4123,14555347
4125,16386166
4131,16381428
4133,15384116
4135,14812252
4136,14834539
4146,17849720
4148,18219475
4153,14677148
4166,17326230
4167,14672587
4170,17320760
4177,15245117
4178,13443785
4179,15516565
4181,15278892
4182,15636838
4186,17068847
4189,16694572
4214,18156885
4216,18067491
4220,14032748
4224,16992784
4245,14504364
4249,17115502
4258,18076567
4260,16764546
4263,17195669
4275,17394348
4279,17223155
4282,14433457
4289,15654419
4292,16349269
4299,17500381
4302,14809667
4306,14831548
4308,17095917
4326,16674639
4327,16264331
4328,16565935
4340,17111299
4341,16065859
4345,17124449
4347,16825745
4354,16315278
4355,15279151
4356,14819727
4362,16590736
4365,17206367
4368,14460991
4369,17695593
4384,14371345
4391,15775030
4392,15881088
4398,16908199
4401,15481070
4408,17656015
4409,16344006
4413,16684779
4422,14831552
4435,18067125
4437,13080530
4439,16717251
4443,13179576
4446,14577496
4447,14676959
4455,15260631
4466,15466935
4474,15365747
4480,14683216
4487,17061204
4491,15516565
4495,17708301
4499,15906120
4503,14664413
4505,13808943
4509,16589629
4518,14555298
4521,16770265
4524,13571840
4525,16336774
4537,18215172
4541,14028845
4543,16693804
4547,13435834
4558,15429113
4569,16472307
4574,18006028
4578,13363792
4580,17448973
4584,17922516
4585,17672718
4597,15953626
4600,15655649
4601,16788885
4603,15225620
4604,16666693
4615,12964524
4620,14813716
4623,17982723
4624,17047047
4626,18130221
4634,17045104
4638,16761000
4641,16298306
4642,13344436
4643,13635232
4646,18213220
4655,16465137
4658,15114238
4660,14809665
4674,16277008
4675,16529386
4678,15337385
4679,16798712
4687,18182462
4689,16710122
4694,14749461
4697,13265714
4700,17789005
4705,16827577
4706,15310428
4716,12969958
4718,16803812
4719,15306416
4722,16946541
4736,17233150
4743,16625601
4745,14638622
4746,14161667
4754,15337490
4755,17667795
4759,16156825
4761,16807602
4769,14167385
4778,17118246
4779,16762083
4782,16931587
4789,12969473
4790,14676993
4791,16835247
4802,15410418
4806,16468673
4812,17446873
4815,16418588
4823,16496625
4827,15665078
4830,12621606
4838,16240687
4845,17722924
4848,18127475
4853,16365087
4864,17321769
4866,15352313
4867,16977569
4874,14546636
4875,15662356
4876,16967870
4877,16020896
4883,15379623
4892,17756076
4896,15731453
4909,16931858
4911,17779480
4913,15574608
4915,14756270
4926,15365745
4933,16073562
4939,16799620
4941,14186436
4942,14813072
4964,14573543
4969,16505458
4974,17039799
4976,15389064
4979,16834031
4985,14672601
4987,14699430
4994,16630461
4997,15777451
5000,15180164
5010,15152508
5015,16140981
5025,16677208
5031,16781142
5037,15006365
5043,16091008
5053,14819016
5059,16177283
5061,15114238
5065,16020724
5087,14722224
5089,15429113
5092,15844122
5108,17395222
5118,15902181
5120,17418466
5125,15518665
5132,14690885
5133,15193808
5137,16592716
5138,17058684
5149,12890759
5153,16344006
5154,15602037
5157,16949697
5160,15244459
5161,15402038
5163,16144441
5167,17903780
5172,17696497
5173,14771869
5182,16365133
5183,17364711
5187,15427737
5190,16223382
5191,15491368
5203,14510535
5209,15337492
5211,15422737
5213,15553724
5217,15347016
5218,16176291
5220,16912945
5221,15427786
5222,16869324
5227,14093876
5228,15643215
5229,15968408
5234,15305385
5236,16648284
5240,16922119
5247,16296285
5251,17315685
5253,17378188
5255,15998798
5256,16102927
5257,15931744
5262,14664234
5263,16127776
5264,17341405
5265,13004572
5267,15635469
5268,14373593
5269,17150264
5273,17847483
5274,15268549
5275,16020724
5276,15334613
5281,18185036
5284,15395998
5293,15518665
5309,16931858
5316,16721831
5324,17795855
5326,15723476
5330,15386357
5331,15911196
5332,13699776
5333,15516565
5343,14615895
5356,16609980
5358,16524368
5380,15238155
5382,17039949
5384,14128046
5386,16231607
5389,15964131
5406,16393351
5409,14326160
5410,16186633
5419,16394264
5427,13833601
5432,16752870
5438,16968671
5443,14809667
5446,15765490
5448,16666630
5462,16467036
5482,14186787
5483,18115358
5491,14309160
5500,16359981
5501,17039956
5515,17705743
5521,15790969
5523,16784414
5526,16210764
5528,16454859
5530,14951344
5533,16841588
5551,15556014
5555,15489528
5557,17819128
5558,17157178
5563,12890780
5580,14402000
5581,16756187
5583,16427136
5585,15853185
5588,14057705
5589,17403117
5592,15272992
5595,14846431
5604,17662740
5605,15732082
5609,16721831
5612,15931744
5622,16777305
5624,12988481
5626,14626762
5635,16296285
5640,14683216
5643,17720543
5644,17744474
5647,14573311
5649,16019656
5655,14510492
5660,16460513
5668,16187291
5673,16606406
5677,16677666
5678,17018946
5682,14699430
5702,16029480
5704,13435538
5714,16837655
5726,17385812
5727,14555361
5728,15640995
5733,16665543
5735,13781744
5736,15381667
5742,13435005
5745,13999670
5746,17182360
5751,15341761
5753,15254893
5754,16661810
5784,16029482
5791,16050433
5798,14528773
5804,15427650
5809,16103119
5822,16135955
5830,16461850
5836,16716350
5841,17592932
5848,14547244
5851,16787405
5854,16781136
5855,17661230
5858,17010314
5861,17044162
5862,14810248
5865,17709278
5869,14003807
5876,18022892
5878,12943575
5884,16528088
5887,17901117
5888,16533728
5889,13699828
5896,14713915
5907,16690613
5910,16664351
5911,14816630
5915,17046663
5918,14032682
5919,16078859
5923,17712490
5926,17426629
5929,14501248
5933,17126909
5937,16010628
5940,16777305
5969,17401917
5973,15114453
5976,15429113
5978,16386677
5980,14076190
5987,14950362
5992,17174532
5994,14025171
6003,14501327
6009,17622403
6010,17674489
6015,15315866
6028,13924531
6030,15268191
6051,16258332
6055,16622364
6057,12540287
6063,15555361
6065,16731068
6087,16339668
6091,17553037
6093,16653854
6097,13893613
6098,17083919
6100,14967765
6101,16956879
6110,16750395
6118,14573430
6124,15365747
6132,14309155
6134,16378448
6137,14837010
6143,18016650
6144,14772922
6148,18219148
6151,16680920
6156,16010643
6161,12971395
6165,15426618
6171,17494734
6172,15780875
6175,13004654
6177,14820395
6179,16326864
6189,14836987
6207,15472186
6209,17213289
6212,16635031
6213,17602628
6215,16774154
6216,14592241
6221,14664234
6223,15647544
6225,15665072
6238,15387275
6241,17087894
6243,14439633
6244,16588454
6254,16710881
6262,16647267
6267,16259312
6268,14447078
6269,13359928
6272,14701658
6274,16833891
6281,15302207
6282,16654498
6294,16947012
6295,16724174
6300,18027075
6302,16807551
6306,16048799
6308,17249650
6313,16435360
6314,16593393
6325,16008656
6328,16055829
6338,16299303
6339,16936790
6340,17048498
6365,17964671
6371,17631611
6378,16342375
6383,16505458
6384,16097293
6386,17832029
6396,12890780
6405,14700064
6419,17333244
6427,14561234
6428,17840170
6431,15644520
6451,15007926
6455,17593288
6457,15911401
6464,16344914
6465,16527413
6466,14706265
6470,15329874
6471,17113988
6472,15665072
6473,13862986
6476,15931744
6486,16305855
6495,16405029
6507,17788841
6511,16712166
6513,16840419
6520,17529605
6532,18245496
6534,15395998
6535,17306625
6544,15328141
6546,17617093
6551,14489494
6554,15463038
6558,13808605
6565,15342695
6573,16884596
6579,16103119
6584,15249861
6586,17773373
6587,17789289
6588,17736052
6589,14460954
6591,16765699
6599,12890759
6614,16721298
6618,16873029
6620,17040980
6621,17568180
6625,18022588
6627,15284205
6631,17610446
6633,17398364
6636,15306474
6642,16026822
6643,16283309
6648,16593269
6651,17549176
6664,14433457
6684,16787551
6692,16183400
6694,16820186
6698,15354384
6703,17057518
6712,14959207
6720,16574629
6722,14420860
6726,13026285
6733,13844686
6736,15233791
6737,13802624
6746,16774648
6747,15600013
6751,14032739
6753,14603759
6757,13744957
6762,15487789
6765,17500985
6769,14219207
6773,14579345
6775,14351379
6780,14486782
6782,16909895
6786,18070714
6790,17946861
6795,16363244
6796,14184860
6804,16538683
6811,16502038
6813,15284205
6817,12943575
6824,17183686
6826,16265081
6829,13431763
6840,16873581
6854,16408159
6858,17156678
6872,17851384
6875,17745596
6880,16025409
6882,17479286
6889,17654876
6897,14809531
6902,17497738
6917,11168009
6920,15513872
6924,16687545
6934,14749461
6936,17385921
6939,17040612
6948,15180080
6967,16127776
6969,16384316
6970,17611947
6975,16019081
6977,15904241
6979,17502281
6980,16401193
6983,14157573
6991,15337385
6998,16434212
7007,17343389
7008,14831552
7010,17338768
7024,17338681
7026,14748374
7029,13488644
7033,18345540
7039,17473959
7040,15742194
7041,15174589
7042,14837126
7043,14464615
7049,15459144
7052,17020770
7055,16963000
7059,16036962
7065,15464645
7076,14094862
7080,17216291
7087,18155067
7093,16090414
7099,17402678
7106,16621543
7107,15427654
7109,16756640
7114,17222915
7116,15466411
7123,14185073
7127,17612378
7138,17870771
7154,13999670
7169,14541807
7173,17387739
7175,18213688
7176,16404780
7177,16803777
7182,15435050
7189,15384917
7193,14638739
7196,16477410
7200,14240176
7201,17989772
7205,16898880
7212,15410418
7223,17152035
7225,16263742
7233,14603737
7237,14024995
7249,14291296
7253,15414907
7256,16347803
7263,14572649
7266,15513872
7286,13140420
7287,17403586
7297,13563632
7300,16830158
7310,17897410
7323,17401444
7329,16373039
7330,18215754
7334,15536826
7342,16020842
7346,17265374
7365,13943608
7368,18051349
7375,18061539
7378,14819727
7391,14117578
7398,16279363
7404,14898546
7407,16505415
7408,17213688
7414,16174598
7417,16625600
7420,14112971
7425,16620957
7436,15489528
7439,15847859
7440,16197319
7443,15379623
7444,13827526
7449,14373593
7452,17221326
7460,14234301
7461,13924531
7463,16019094
7474,17113247
7500,16332572
7505,13363792
7506,16707093
7515,16844975
7520,16522198
7524,14615925
7534,16037621
7536,15996836
7537,17917504
7546,16113205
7547,15597985
7566,13964474
7570,16264287
7574,18033614
7576,17652921
7577,15518668
7581,17560230
7584,15516565
7589,17353689
7592,16008504
7594,17152227
7595,16361715
7602,18331347
7605,16392540
7609,15245033
7610,16859247
7617,15487079
7618,13699776
7626,16355366
7634,16913753
7637,17493569
7644,16820074
7660,12987150
7661,14819016
7665,17832756
7672,15619648
7674,18358616
7683,16912811
7687,17759003
7691,16803742
7704,14460991
7705,16829467
7707,16909895
7708,16294099
7719,16190101
7720,17549869
7722,16392445
7724,15152856
7730,15301575
7739,16984128
7751,16250861
7769,12054279
7780,14528773
7782,17148142
7789,15342646
7796,15226057
7805,16868529
7810,16749175
7812,13406082
7821,18235236
7824,14709229
7828,17108534
7830,16078859
7833,15377977
7848,14831548
7849,17879833
7861,17343667
7868,16263546
7881,17020770
7888,17997898
7892,17048114
7896,14809531
7902,16583893
7920,14816440
7922,14882293
7924,17182376
7925,17013059
7932,15306416
7936,14486781
7937,14690683
7938,16212799
7942,14475261
7944,14875437
7950,15260529
7952,16954367
7956,15724109
7964,16681374
7974,17596431
7982,16963503
7984,17162015
7987,16036534
7992,16230303
7998,17964005
8004,15665594
8008,17631623
8017,16009177
8025,12983682
8035,15415122
8046,16458503
8047,15581103
8050,15764477
8054,18279364
8055,14409261
8062,16563297
8070,16442670
8076,18027080
8077,16392445
8080,16874569
8082,17498922
8083,16826476
8085,15503482
8090,15152533
8095,16300664
8099,17048428
8101,14618581
8110,16777683
8112,16490690
8115,14809253
8120,14572649
8128,16666720
8136,16098569
8140,15276881
8142,13862960
8143,14603770
8148,14819016
8151,17858691
8155,16702989
8162,16437295
8164,13033697
8167,14740333
8175,15006393
8188,16021320
8189,14730323
8195,17205547
8197,15306393
8198,15553737
8201,15887724
8202,16301839
8206,17222666
8214,16268316
8216,17078423
8217,16870247
8221,15368162
8224,15404002
8226,16909301
8227,15302202
8234,16879033
8237,16362904
8239,16018556
8245,15302207
8249,17123459
8260,16035324
8261,17221387
8266,15980186
8270,15681291
8287,14819171
8291,17365765
8293,14875437
8303,13849511
8304,14433456
8305,16217683
8307,14884458
8309,14380459
8311,14657845
8315,15569380
8321,16588452
8329,16929895
8332,17376946
8335,16105260
8336,13344436
8338,13344436
8344,16346159
8347,18309267
8348,17811432
8349,14295055
8351,17256584
8355,18085734
8364,17512282
8376,17378754
8388,17108553
8396,12621606
8398,16077587
8416,13080527
8422,15027531
8429,14546629
8431,17804772
8432,15516565
8436,16647476
8439,16381908
8449,15724109
8450,14461898
8462,17313432
8470,16348978
8475,15598848
8481,17768169
8482,17008665
8492,16904500
8496,16636598
8497,17559422
8499,16664784
8503,16216748
8511,14810058
8513,15767040
8518,14371345
8529,13989275
8530,14755758
8531,16384545
8532,17701345
8535,16873140
8545,16791537
8565,17030155
8566,14219148
8573,14461154
8577,16523485
8578,16385671
8579,15821687
8585,17456885
8588,16866440
8589,15487312
8591,14219148
8596,16103119
8600,13552629
8602,17182125
8606,15411767
8608,16390300
8610,16057695
8623,16406350
8629,16019299
8634,15378065
8636,16026858
8640,16533682
8643,14809277
8678,16680742
8679,15723485
8687,16798258
8695,16267399
8698,17905083
8717,14734192
8725,12474378
8736,13893721
8740,16837723
8744,17384937
8751,16364429
8764,16689092
8768,15643215
8769,16532227
8770,17548385
8771,17320730
8772,18194463
8773,16906139
8777,15427650
8781,17997263
8783,15268191
8791,13323596
8792,17476546
8807,15396605
8808,17339806
8812,14729676
8818,16021286
8824,14809531
8825,18324338
8827,15423772
8829,17852310
8833,16273509
8835,14924346
8851,17335147
8872,11168009
8873,13699776
8874,16913757
8882,14315783
8887,15553753
8894,16377137
8896,16406349
8897,16402235
8902,15105991
8911,14592216
8916,15368162
8919,12120620
8923,17087685
8933,15501595
8936,14772851
8940,15290395
8942,15478384
8947,15387808
8950,15337490
8953,13953247
8959,17008773
8962,16582561
8969,15535816
8972,17823503
8974,18064236
8982,15389064
8983,17988066
8986,16029480
8996,16020724
8998,15696392
9010,15310652
9017,11768126
9034,17404954
9037,15391660
9042,18173197
9049,17818831
9051,14219148
9056,14809710
9059,13985612
9075,17152035
9077,17042152
9082,16402996
9088,16045096
9091,11638106
9096,16946553
9101,15693746
9102,17903198
9116,14157598
9118,16976206
9125,16808929
9127,13080530
9134,14809665
9138,15691408
9148,16828703
9155,16155517
9160,14810216
9165,13344436
9166,17660450
9169,17493039
9171,16417577
9175,17222666
9177,14734229
9178,16533682
9186,14836977
9191,15422465
9193,16348427
9198,13824862
9204,16624548
9211,15881830
9212,15570597
9217,16700528
9223,15958912
9224,15429113
9225,15414869
9229,14824535
9238,16722733
9245,14729936
9249,13805085
9262,17831985
9263,15597985
9266,16883748
9268,16925995
9275,15378065
9276,13601293
9284,17186775
9286,13443785
9288,15775030
9291,15686891
9293,17502246
9297,15466963
9307,17158778
9310,16020902
9318,15334613
9320,16003478
9326,16780429
9327,16768055
9330,15387275
9332,16266007
9357,17084534
9360,16289206
9367,14484481
9375,15378065
9377,12969988
9384,16857612
9411,12318951
9416,17902318
9422,17118809
9428,17494707
9431,17597467
9432,17632693
9451,17152507
9452,16103119
9457,17221387
9458,16243688
9464,17393344
9469,16275752
9493,18340800
9494,16267644
9498,16538731
9508,16983475
9516,14748374
9520,17458892
9526,16620833
9531,14439976
9537,16020896
9551,14124259
9561,13440295
9562,16414029
9564,15679917
9571,16926047
9572,17743545
9579,17222669
9586,16666693
9587,16781010
9588,17010480
9591,16099605
9592,17548714
9594,16073523
9597,16655634
9603,17931284
9606,16793905
9617,16847198
9619,17875731
9622,15624457
9628,14443235
9629,16976225
9631,13183838
9632,16235899
9634,15279097
9641,14809643
9658,16127776
9664,15521607
9667,16374072
9671,13744957
9674,16465688
9681,15964198
9682,16780446
9686,16349982
9688,18333338
9692,16188592
9698,13174586
9699,16008656
9722,18084042
9732,17656469
9735,15371824
9737,16471300
9739,14836987
9759,17473181
9768,14478088
9770,15487810
9778,15904557
9789,15409878
9790,16311148
9791,14809629
9802,16508165
9803,17320760
9811,14572175
9812,16783264
9817,15714188
9819,15988204
9822,16132389
9826,16333636
9829,12890759
9830,15367206
9831,16787156
9838,17685768
9840,15500043
9841,16332212
9848,16311970
9860,16255222
9881,17588960
9884,17145083
9885,16740228
9890,14836987
9893,17118333
9896,18127759
9904,16175727
9905,18166092
9913,16274669
9926,15425685
9927,16327765
9936,16410554
9941,16020896
9946,17430402
9947,15351295
9960,14528773
9965,14076190
9972,14315726
9974,17056298
9977,17300227
9979,16666693
9994,14110044
9998,15408534
10014,16162703
10017,16342175
10022,13115016
10026,15387275
10029,16984793
10031,16660465
10035,15218604
10037,15306544
10039,16284533
10040,16008662
10046,15295772
10054,16151032
10055,15000369
10058,17050323
10059,16234173
10060,17776771
10061,17674184
10063,15006374
10064,13924531
10067,16073620
10070,17343670
10077,14421318
10082,15302207
10088,16294355
